LIST,CONDITION,TEXT,QUESTION,QUESTIONTEXT,CORRECT,ITEMID,TARGETWORD,ASSOCIATEDWORD,STORYTOPIC
H,everyday_real,"""Am Sonntag lud Oma Gisela*ihre Enkelkinder Sophie und Ben*zum Mittagessen ein.<br>Die beiden Geschwister*wurden von verführerischen Düften*aus der Küche empfangen.<br>Giselas Esszimmer*war mit Kunstwerken geschmückt.*Am Rand des Raumes*stand<br>eine majestätische Skulptur,*die Sophie*sehr gut gefiel.<br>Der Sockel*der Skulptur war*aus Porzellan*und bemalt*mit dekorativen Blumen.<br> Das Objekt*erinnerte sie an*das Geschirr*ihrer Tante,*die Sammlerin war.<br>Zu essen*gab es Braten,*der stundenlang*von Oma Gisela*vorbereitet worden war.<br>Während des leckeren Essens*erzählten die Kinder*von ihren Erlebnissen<br>der vergangenen Woche.*Sophie erzählte*von ihrem Klassenausflug*in den Zoo<br>und Ben berichtete stolz*von seinen Erfolgen*in der Fußballmannschaft.""",1,"""War Sophie mit der Klasse im Zoo gewesen?""",j,17_everyday_real,Porzellan,Geschirr,everyday
H,everyday_real,"""Lilli wachte um vier Uhr morgens*mit Kopfschmerzen auf*und stöhnte genervt.<br>Sie fühlte sich schwach,*weshalb sie ihren Partner Eric*aufweckte.<br>Der legte seine Hand*auf ihre Stirn,*um zu überprüfen,*ob sie Fieber hatte.<br>Eric ging ins Badezimmer*und öffnete*die Schublade*des Badezimmerschranks.<br>Er kramte*in der Schublade*nach*einer Tablette*und wurde*auch gleich fündig.<br> Er gab*ihr für*die Einnahme*ein Glas Wasser.*Als sie*am nächsten Mittag*aufwachte,<br>fühlte sie sich*schon etwas besser.*Eric hatte in der Küche<br>Hühnerbrühe gekocht*und brachte ihr*eine wohlriechende,*noch dampfende Schüssel*ans Bett.<br>Lilli lächelte*und freute sich,*dass sie*so gut versorgt wurde.<br>Ihr ging es*schon viel besser*und sie war dankbar für Eric.""",1,"""Kochte Eric für Lilli eine Hühnerbrühe?""",j,23_everyday_real,Tablette,Einnahme,everyday
H,scientific_real,"""Dr. Peters betrat ihr Labor*noch bevor die Sonne aufging.*Sie arbeite gerade<br>an der letzten Phase ihres Projekts*und war gestresst.*Sie öffnete*die Auswertung<br>als der Monitor*plötzlich seltsame Abweichungen*in den Graphen anzeigte.<br>Panik machte sich*in ihr breit,*doch sie wusste,*dass sie keine Zeit*verlieren durfte.<br>Sie verbrachte*den ganzen Tag*mit*der Korrektur*und arbeitete*sehr sorgfältig.<br>Sie bemerkte*einen Fehler*ganz am Ende.*Die Daten*stimmten endlich.<br>Sie arbeitete*noch zwei Stunden*an der Interpretation der Daten.<br>Erschöpft, aber zufrieden*mit ihrer Arbeit,*verließ sie das Labor.<br>Die Nacht war*schon angebrochen*und sie konnte es kaum erwarten<br>zuhause zu sein.*Ihr Mann war zum Glück gekommen,*um sie abzuholen.""",1,"""Arbeitete Dr. Peters an diesem Tag nur wenig?""",f,3_scientific_real,Korrektur,Fehler,Datenwissenschaft
H,scientific_real,"""Zwei Experten auf dem Gebiet*der Muskelphysiologie,*Professor Müller<br>und sein Kollege Dr. Schneider,*trafen sich in einem Forschungslabor,<br>um ihre neuesten Erkenntnisse*zu diskutieren.*Während sie*einige Studien*durchgingen,<br>kamen sie auf die*ihrer Meinung nach*beeindruckendsten Muskelstrukturen*zu sprechen.<br>Professor Müller*stellte fest,*dass*die Libelle*besonders*schön und elegant*war.<br> Ihm gefielen*vor allem*die Flügel*die anmutig*in der Sonne*schimmerten.<br>Dr. Schneider*nickte und schwärmte davon,*wie ihre Muskeln*nicht nur*für den Flug,*sondern auch<br>für andere wichtige Funktionen*wie Nahrungsaufnahme*und Fortbewegung<br>entscheidend sind.*Diese Anpassungen seien*ein erstaunliches Schauspiel.<br>Die beiden verbrachten*den ganzen restlichen Tag*mit ihren Diskussionen.""",1,"""Haben die beiden über Fortpflanzungsmethoden gesprochen?""",f,11_scientific_real,Libelle,Flügel,Biologie
H,everyday_pseudo,"""Frau Hilder hat heute*mit der 7. Klasse*einen Ausflug gemacht.<br>Vor ihnen lagen*viele Attraktionen,*darunter ein malerischer Teich*mit vielen Fischen<br>und ein Schmetterlingshaus.*In der Mittagspause*verlor Frau Hilder eine Gruppe<br>von Schülern*aus den Augen.*Sie suchte sie besorgt*und fand sie*zum Glück wieder.<br>Die Schüler*hatten sich*um*eine Exglinie*versammelt*und betrachteten sie.<br>Sie befand sich*in der Mitte*vom Garten*und wirkte*sehr anmutig.<br>Frau Hilder ermahnte*die Schüler,*die Umgebung nicht mehr allein*zu erkunden,<br>war aber vor allem erleichtert,*die Schüler*wieder gefunden zu haben.<br>Der Ausflug endete*mit einem kleinen Quiz*über die Schmetterlinge,*die sie gesehen hatten.<br>Auf der Rückfahrt sprachen*die Kinder*immer noch über die Schmetterlinge.""",1,"""Beendeten sie die Exkursion mit einem Quiz über Schmetterlinge?""",j,6_everday_pseudo,Exglinie,Garten,everyday
H,everyday_pseudo,"""An einem Sommerabend*lagen Jennifer und ihr Vater*auf dem Rücken im Garten<br>und betrachteten*den funkelnden Sternenhimmel.*Ihr Vater zeigte auf den hellen Mond<br>und erklärte ihr,*dass der Mond von der Sonne*angestrahlt wird*und deshalb<br>so hell leuchtete.*Ihr Vater beobachtete*den Himmel ganz genau.<br>Er überlegte,*ob einer der Punkte*ein Exdetoik*sein könnte,*und verfolgte ihn*genauer.<br>Sie diskutierten,*welche Ausmaße*eine Kollision*mit der Erde*annehmen könnte.<br>Am nächsten Abend*wollte Jennifer wieder*mit ihrem Vater*in den Sternenhimmel schauen.<br>Gerührt von der Begeisterung seiner Tochter,* beschloss er,*ein preiswertes Hobbyteleskop<br>zu kaufen,*um seiner Tochter so viel wie möglich*zeigen zu können.<br>Er las mit ihr sogar*ein Buch über*einfach zu erkennende Konstellationen.""",1,Kaufte Jennifers Vater ein billiges Hobbyteleskop?,j,9_everday_pseudo,Exdetoik,Kollision,everyday
H,scientific_pseudo,"""Dr. Fischer und Dr. Weber* zwei angesehene Archäologen,*reisten nach Ägypten,<br>um an einer Ausgrabung*in der Nähe von Luxor*teilzunehmen.*Ihr Ansehen als Experten<br>für die Antike*hatte sie*zu begehrten Forschungspartnern gemacht.*Sie besuchten <br>das nahegelegene Museum,*das interessante Relikte*aus der Pharaonenzeit*beherbergte.<br> In einer*schönen*Vitrine war*ein Plästall*ausgestellt,*der*eine ganz besondere*Farbe*hatte.<br>Interessiert*betrachteten sie*den Schliff*und sprachen*über die Seltenheit.<br>Der Fundort war*ein großes Bergwerk*in der Nähe des Dorfes.*Sie machten dem Museum<br>den Vorschlag,*das Stück für eine große Ausstellung*an das Berliner Museum*zu verleihen,<br>wofür das Stück*in einem Transporter*nach Deutschland*gebracht werden musste.<br>Der Museumsbesitzer war damit*leider nicht einverstanden,*und lehnte ihr Angebot ab.""",1,"""Fanden die Ausgrabungen in Berlin statt?""",f,14_scientific_pseudo,Plästall,Schliff,Geologie
H,scientific_pseudo,"""Im Berliner Labor*für Seuchenbekämpfung*standen Wissenschaftler und Forscher<br>um die Labortische.*Sie diskutierten über Bakterienproben,*um die Ausbreitung<br>einer bedrohlichen Krankheit*einzudämmen.*Dr. Recht,*ein renommierter Epidemiologe,<br>hatte aus seinem Labor*in Köln*eine wichtige Probe*mitgebracht.<br>Aus der Schublade*holten sie*ein Mifrophox*und stellten es*auf den Tisch.<br>Sorgfältig justierten*sie*die Schärfe*und schauten*konzentriert*auf die Details.<br>Leider*stellten sie fest,*dass das Schlimmste*eingetreten war.*Das Bakterium hatte<br>eine unbekannte Mutation entwickelt,*die eine Ausbreitung*der Krankheit*begünstigte.<br>In Panik*machten sich*die Wissenschaftler*sofort an die Arbeit,*um die Auswirkungen<br>dieser Mutation*zu verstehen*und Gegenmaßnahmen zu entwickeln.""",1,"""Haben die Ergebnisse die Wissenschaftlern beruhigt?""",f,20_scientific_pseudo,Mifrophox,Schärfe,Epidemologie
I,everyday_real,"""Maria und Tom*hatten sich lange*auf ihren Kurzurlaub in Berlin gefreut.*Als sie am Morgen<br>den Zug bestiegen,*war die Aufregung greifbar.*Mittags erreichten sie schließlich*die Stadt<br>und machten sich*auf die Suche*nach ihrer Ferienwohnung.*Die Wegbeschreibung*hatte sie<br>zu einem Gebäude geführt,*dessen Anblick*ihnen fast*den Atem raubte.<br>Entlang*der Vorderseite*erstreckte sich*eine Veranda*und bot einen*weiten Blick*über die Gegend.<br>Sie freuten*sich auf*die Aussicht*von dort*und kramten*nach dem Schlüssel*zum Eintreten.*Sie waren*überrascht,<br>dass ihre*günstige Ferienwohnung*tatsächlich*in diesem*beeindruckenden Gebäude lag.<br>Erschöpft*von der Reise*betraten sie*das Apartment.*Es war gemütlich und einladend.<br>Sie ruhten sich kurz aus,*bevor sie sich*in die*Berliner Innenstadt stürzten.<br>Sie besuchten*den Alexanderplatz*und danach das Brandenburger Tor.""",1,"""Kamen sie zu Mitternacht in der Stadt an?""",f,15_everyday_real,Veranda,Aussicht,everyday
I,everyday_real,"""Inmitten der quirligen Kindergartenkinder*fiel der schüchterne Timmy auf.<br>Die Kindergärtnerin,*Frau Schröder,*beobachtete,*wie Timmy sich zurückzog<br>und sich schwertat,*sich auszudrücken.*Nach Rücksprache mit den Eltern*erfuhr sie<br>von Tims sozialer Angst.*Frau Schröder*war entschlossen,*den Eltern*zu helfen.<br>Sie erzählte*ihnen von*einer Therapie*über die sie*erst vor Kurzem*gelesen hatte.<br>Sie glaubte*fest an*eine Heilung*und hoffte*auf keine Komplikationen.<br>Timmys Eltern*ließen sich genau beraten,*und entschieden sich*schließlich dafür,<br>dem Rat der Kindergärtnerin*zu folgen.*Die Verwandlung war erstaunlich.<br>Timmy begann,*seine Ängste zu überwinden*und wurde aktiver.<br>Frau Schröder war stolz*auf den Fortschritt*und war froh,*dass sie ihm helfen konnte.""",1,"""War Timmy vorher ein zurückgezogenes Kind?""",j,21_everyday_real,Therapie,Heilung,everyday
I,scientific_real,"""Die Ökologin Dr. Zimmermann*und ihr Kollege Dr. Gauer*hatten beschlossen, gemeinsam<br>an einem Forschungsprojekt*zur Biodiversität in verschiedenen Klimazonen*zu arbeiten.<br>Sie unterhielten sich heute*über lokale Schutzmaßnahmen in Deutschland,<br>woraufhin Dr. Gauer*eine mitgebrachte Mappe*öffnete*und etwas hervorholte.<br>In seiner*Hand*hielt er*einen Lavendel*und sie*schaute ihn*überrascht*an.<br>Er*hatte ihn*im Garten*entdeckt*und ihr*geben wollen.<br>Die beiden Ökologen*waren davon überzeugt,*ihr gemeinsames Projekt<br>weiter voranzutreiben*und damit einen Beitrag*zur Erhaltung<br>der heimischen Artenvielfalt zu leisten.*Sie unterhielten sich*für mehrere Stunden<br>und warfen viele Ideen*in den Raum,*die sie unbedingt umsetzen wollten.""",1,"""Arbeiteten sie gemeinsam an einem Forschungsprojekt?""",j,7_scientific_real,Lavendel,Garten,Botanik
I,scientific_real,"""Die Forscherin Dr. Elise Linden*arbeitete in ihrem Labor*in Amsterdam<br>an ihrer Studie über globale Erwärmung.*Gegen Nachmittag*klingelte ihr Handy<br>und sie wurde von ihren Vorgesetzten*zu einer dringenden Besprechung*gerufen.<br>Man hatte in einem Forschungsinstitut*in den USA*nach ihrer Expertise*gefragt.<br>In den USA*war gestern*ein Meteorit*eingeschlagen*dessen Bergung*im Gange war.<br>Sie überlegte,*wie groß*der Krater*sein musste.*Sie entschloss sich,*an der Mission<br>teilzunehmen,*denn sie könnte gleichzeitig*Proben für ihre eigenen Forschungsprojekte<br>sammeln.*Aufgeregt verließ sie*ihr Labor*und eilte nach Hause,*um ihre Koffer zu packen.<br>Der Flug für ihre Reise in die USA*würde bereits morgen früh*um 6 Uhr abheben.<br>Sie konnte vor Aufregung*kaum schlafen,*aber sie saß rechtzeitig im Flugzeug.""",1,"""Flog das Flugzeug erst in einer Woche?""",f,10_scientific_real,Meteorit,Krater,Astronomie
I,everyday_pseudo,"""In der Grundschulklasse*von Frau Metzger*stand die Bastelstunde*auf dem Stundenplan.<br>Die Schülerinnen und Schüler*sollten aus Alltagsmaterialien*eine Windmühle basteln.<br>Bald hatten sie*kleine Windräder*aus Pappe und Plastikflaschen gebaut.<br>Nun fehlte*nur noch Wind,*damit sie*die Windmühlen*testen konnten.<br>Dazu*konnten sie*eine Tastrime*benutzen,*die ihnen*zur Verfügung*gestellt wurde.<br>Einige Schüler*fanden*die Technik*besonders interessant.*Frau Metzger*zeigte ihnen,<br>wie sie ihre Windmühle*testen konnten.*Dann durfte jeder*nach vorne kommen,<br>um seine Windmühle*zu beschreiben*und anschließend*die Funktion vorzuführen.<br>Am Ende wählten sie*per Abstimmung*die beste Windmühle*und baten Frau Metzger,<br>in der nächsten Stunde*einen weiteren Wettbewerb*zu veranstalten.""",1,"""Bastelte die Klasse die Windmühlen aus Pappe und Plastik?""",j,4_everday_pseudo,Tastrime,Technik,everyday
I,everyday_pseudo,"""Die Kindergärtnerinnen Julia und Lena*hatten die Kinder*des örtlichen Kindergartens<br>heute zum Spielen*in den Garten*des öffentlichen Parks *mitgenommen.<br>Der Park war vor kurzem*renoviert worden.*Den Kindern gefiel besonders<br>der neu angelegte Teich*in der Mitte des Parks,*der mehr Tiere*anlocken soll.<br>Sie beobachteten*interessiert*eine Morzesse*und bewunderten*deren Größe.<br>Kurz darauf*hörten sie*ein Summen*und erschraken,*als sie dicht*an ihnen*vorbeizog.<br>Neugierig*erkundeten die Kinder*weiter den Park,*um noch mehr*zu entdecken.<br>Plötzlich gab es*ein lautes Geräusch*und eines der Kinder*fing an zu weinen.<br> Julia rannte in die Richtung*des Geräusches,*wo der kleine Niklas*hingefallen war.<br>Sie setzte sich*mit ihm an den Teich,*und tröstete ihn.""",1,"""War der Park kürzlich renoviert worden?""",j,12_everday_pseudo,Morzesse,Summen,everyday
I,scientific_pseudo,"""Dr. Sina Hoffmann*zeigte Dr. Moritz Becker*im Abstellraum<br>die frisch gelieferten Abzugshauben*für die Chemielabore,*die am Vortag<br>eingetroffen waren.*Da sie nur zwei Abzugshauben benötigte,*bot sie Dr. Becker an,<br>einen Blick*darauf zu werfen.*Er begutachtete sie*sorgfältig.<br>Der Rand*wurde*mit Tilizyn*versiegelt*und anschließend*fein verputzt.<br>Es wurde versichert,*dass*die Abdichtung*sehr präzise*ausgeführt wurde.<br>Dr. Becker hatte*einige Kollegen*über diese Hauben*reden hören,*und war deshalb<br>sehr neugierig.*Er war unzufrieden*mit seiner derzeitigen Laborausstattung,<br>weshalb er dankend zusagte.*Die Abzugshauben sollten*am Abend installiert werden.<br>Am nächsten Tag*war bereits alles fertig*und Dr. Becker war sehr zufrieden.""",1,"""War Dr. Becker mit seiner derzeitigen Ausstattung zufrieden?""",f,18_scientific_pseudo,Tilizyn,Abdichtung,ChemieMaterialwissenschaft
I,scientific_pseudo,"""Dr. Schulz war Notfallchirurg*und hatte heute*eine Nachtschicht vor sich.<br> Kurz nach Mitternacht*wurde ein junger Mann eingeliefert,<br>der in einen schweren Autounfall*verwickelt war.*Sie operierten*vier Stunden lang,<br>bis der Patient wieder*in einem stabilen Zustand*war.<br>Da immer noch*die Möglichkeit*einer Irhaption*bestand,*wurde er*sorgfältig überwacht.<br>Sie wollten*es verhindern,*dass*ein Antibiotikum*eingesetzt*werden müsste.<br>Die Familie*des Patienten*wurde bereits*vom Krankenhaus kontaktiert<br>und sie wartete besorgt*im Wartezimmer*auf Neuigkeiten über ihr Familienmitglied.<br>Dr. Schulz traf die Familie*und übergab ihnen*die guten Nachrichten.<br>Der Patient*war bald wieder*auf dem Weg der Besserung.""",1,"""Ist der junge Mann nachmittags hospitalisiert worden?""",f,24_scientific_pseudo,Irhaption,Antibiotikum,Chirurgie
J,everyday_real,"""Franziska saß entspannt im Wohnzimmer*und genoss ihr Buch,*als ihr Sohn Daniel<br>mit braunen Handflächen*und Dreck im Gesicht*vom Spielplatz zurückkehrte.<br>Etwas genervt bemerkte Franziska,*wie Daniel den Sand*aus dem Sandkasten*im Haus verteilte.<br>Sie bat Daniel*kurz draußen zu warten.*Da stupste*Daniel*seine Mutter an.<br>In seiner*Hand*hielt er*einen Lavendel*und sie*schaute ihn*überrascht*an.<br>Er*hatte ihn*im Garten*entdeckt*und ihr*geben wollen.<br> Deren Ärger*verflog schnell*und sie stand auf,*um ihren Sohn*vor der Tür<br>vom Sand*zu befreien.*Daniel schien den ganzen Sandkasten*mitgenommen zu haben.<br>Danach sprang Daniel*unter die Dusche*und war bald wieder sauber.<br>Franziska setzte sich*wieder ins Wohnzimmer*und las weiter.""",1,"""Saß Franziska im Wohnzimmer und las?""",j,7_everyday_real,Lavendel,Garten,everyday
J,everyday_real,"""David saß abends nach der Arbeit*in seinem Sessel im Wohnzimmer*und schaltete müde<br>zwischen den Fernsehkanälen*hin und her.*Kurz ließ er*einen Zeichentrickfilm laufen,<br>in dem eine Freundesgruppe*Abenteuer erlebte,*aber seine Gedanken wanderten<br>immer wieder zur Arbeit.*Als er wieder umschaltete,*sah er*eine Sondermeldung.<br>In den USA*war gestern*ein Meteorit*eingeschlagen*dessen Bergung*im Gange war.<br> Er überlegte,*wie groß*der Krater*sein musste.*Schließlich legte er*die Fernbedienung<br>beiseite und beschloss,*nach draußen zu gehen.*Ein Spaziergang war*genau das Richtige,<br>um den Kopf freizubekommen*und die Sorgen über die Arbeit*für den Moment zu vergessen.<br>Die frische Luft und Naturgeräusche halfen ihm,*sich zu beruhigen*und Energie zu tanken.<br>Er fühlte sich*schon viel besser*und konnte endlich abschalten.""",1,"""Schaute David den Zeichentrickfilm lange an?""",f,10_everyday_real,Meteorit,Krater,everyday
J,scientific_real,"""In einem Viertel,*das für seine beeindruckende Architektur*bekannt war,*waren die beiden<br>befreundeten Kunstkritiker*Emma und Daniel*schon eine Weile unterwegs.*Sie sollten <br>einen Artikel*über die kulturelle Bedeutung*der Gebäude*schreiben.<br>Besonders gefiel ihnen*ein altes Herrenhaus,*das sich*von den anderen Häusern abhob.<br>Entlang*der Vorderseite*erstreckte sich*eine Veranda*und bot einen*weiten Blick*über die Gegend.<br>Sie freuten*sich auf*die Aussicht*von dort*und kramten*nach dem Schlüssel*zum Eintreten.<br>Die filigranen Säulen*und das Geländer*verliehen dem Gebäude*eine majestätische Aura.<br>Sie schrieben*über die kunstvollen Fresken im Inneren*und die Geschichten über<br>die berühmten Persönlichkeiten,*die einst in diesem Herrenhaus*gelebt hatten.<br>Der Artikel war*ein voller Erfolg*und fand viel Anklang*bei der Leserschaft.""",1,"""Ging es in dem Artikel um die hässlichsten Häuser der Stadt?""",f,15_scientific_real,Veranda,Aussicht,Architektur
J,scientific_real,"""Dr. Schröder,*eine Rheumatologin,*betrat das Krankenzimmer,*in dem ein Patient<br>namens Bastian*mit seinen Eltern saß.*Er hatte seit Wochen*mit starken Gelenkschmerzen<br>und Schwellungen zu kämpfen.*Dr. Schröder führte*eine körperliche Untersuchung durch.<br>Sie stellte fest,*dass Bastian*an einem seltenen,*aber schweren Gelenkleiden litt.<br>Sie erzählte*ihnen von*einer Therapie*über die sie*erst vor Kurzem*gelesen hatte.<br>Sie glaubte*fest an*eine Heilung*und hoffte*auf keine Komplikationen.<br>In den*folgenden Wochen*begannen seine Schmerzen*nachzulassen.<br>Dr. Schröder war erleichtert,*dass er*auf dem Weg der Besserung war,*und Bastian<br>war dankbar*für ihre Sorgfalt und Expertise*bei der Diagnose*seiner Erkrankung.<br>Auch seine Eltern*waren sehr erleichtert*und bedankten sich.""",1,"""Hatte Bastian Schwellungen am Körper?""",j,21_scientific_real,Therapie,Heilung,Rheumatologie
J,everyday_pseudo,"""Am Sonntag lud Oma Hilde*ihre Enkelkinder Sophie und Ben*zum Mittagessen ein.<br>Die beiden Geschwister*wurden von verführerischen Düften*aus der Küche empfangen.<br>Es war das erste Mal*seit der Renovierung,*dass die Enkel zu Besuch kamen.<br>Vorher gab es Probleme*mit den alten Fenstern,*durch die immer*kalter Wind zog.<br>Der Rand*wurde*mit Tilizyn*versiegelt*und anschließend*fein verputzt.<br>Es wurde versichert,*dass*die Abdichtung*sehr präzise*ausgeführt wurde.*Hilde hoffte,<br>dass die Heizkosten*nun sinken würden.*Die Kinder setzten sich*an den Tisch<br>und jubelten,*als ihre Oma eine Roulade enthüllte.*Nach dem Essen*halfen sie.<br>ihrer Oma,*den Tisch abzuräumen*und gingen dann*in den Garten,*um zu spielen. <br>Ihre Oma*machte das Geschirr*und beobachtete die beiden*durch das Fenster.""",1,"""Hat Oma Hilde für ihre Enkel Brathähnchen gemacht?""",f,18_everday_pseudo,Tilizyn,Abdichtung,everyday
J,everyday_pseudo,"""Felix und Tom verbrachten*den sonnigen Nachmittag*mit Inline-Skaten<br>im nahegelegenen Park.*Tom versuchte,*eine gewagte Kurve zu nehmen,*doch er stürzte.<br> Felix half ihm auf*und sie eilten*zu Toms Eltern,*die in der Nähe picknickten.<br>Toms Mutter reinigte*die Wunde*mit Desinfektionsmittel*und klebte*ein Pflaster auf.<br>Da immer noch*die Möglichkeit*einer Irhaption*bestand,*wurde er*sorgfältig überwacht.<br>Sie wollte*es verhindern,*dass*ein Antibiotikum*eingesetzt*werden müsste.<br>Langsam,*aber sicher*heilte*die Verletzung*und Tom konnte*schon bald wieder<br>auf seinen Inline-Skates stehen.*Von nun an*zog Tom immer*seine Knieschoner an,<br>und fuhr*nicht mehr so waghalsig.*Am nächsten Tag*spielten Felix und Tom*schon wieder<br>zusammen im Park*und hatten den Unfall vom Vortag*völlig vergessen.""",1,"""Sind Felix und Tom Skateboard gefahren?""",f,24_everday_pseudo,Irhaption,Antibiotikum,everyday
J,scientific_pseudo,"""In Australien forschten*einige Wissenschaftler*an der Entschlüsselung*der genetischen Codes<br>von neu entdeckten Mikroorganismen,*die in den Tiefen der Ozeane *gefunden wurden.<br> Eines Tages*stieß das Team*auf eine unerwartete Gensequenz,<br> die das Potenzial hatte,*Anwendungen*in interessanten Bereichen*zu eröffnen.<br>Dazu*konnten sie*eine Tastrime*benutzen,*die ihnen*zur Verfügung*gestellt wurde.<br>Einige der Kollegen*mochten*die Technik*besonders gerne.<br>Andere beschäftigten sich*mehr mit*den möglichen Folgen*ihrer Arbeit.<br>Nach Monaten*intensiver Forschung*entwickelten sie schließlich*eine Methode <br>zur Energiegewinnung*aus Mikroorganismen.*Ihre Arbeit erregte*große Aufmerksamkeit,<br>und das Team wurde*zu mehreren Konferenzen*über Mikrobiologie eingeladen.""",1,"""Entwickelte das Team eine Methode zur Energiegewinnung?""",j,4_scientific_pseudo,Tastrime,Technik,Mikrobiologie
J,scientific_pseudo,"""Zwei Ökologen,*Dr. Schulz und Professor Schneider,*trafen sich im Unigarten,<br>um bei einem Spaziergang*neueste Erkenntnisse zu diskutieren.<br>Während sie sich*über Dr. Schulz'*neueste Studien unterhielten,*kam das Gespräch<br>auf die ihrer Meinung nach*besten Umweltschutzmaßnahmen,*die umgesetzt werden sollten.<br>Sie beobachteten*interessiert*eine Morzesse*und bewunderten*deren Größe.<br>Kurz darauf*hörten sie*ein Summen*und erschraken,*als sie dicht*an ihnen*vorbeizog.<br>Professor Schneider*musste lachen.*Während sie sich*weiter unterhielten,<br>wechselten sie das Thema*und begannen,*die Auswirkungen des Klimawandels<br>auf die Biodiversität*zu diskutieren.*Die zunehmenden Veränderungen*in der Umwelt<br>erforderten ihrer Meinung nach*dringende Maßnahmen*zum Schutz der Artenvielfalt.“",1,"""Trafen die beiden sich im Unigarten?""",j,12_scientific_pseudo,Morzesse,Summen,Ökologie
K,everyday_real,"""In der Grundschulklasse*von Frau Metzger*stand die Bastelstunde*auf dem Stundenplan.<br>Die Schülerinnen und Schüler*sollten aus Alltagsmaterialien*eine Windmühle basteln.<br>Bald hatten sie*kleine Windräder*aus Pappe und Plastikflaschen gebaut.<br>Nun fehlte*nur noch Wind,*damit sie*die Windmühlen*testen konnten.<br>Dazu*konnten sie*eine Maschine*benutzen,*die ihnen*zur Verfügung*gestellt wurde.<br>Einige Schüler*fanden*die Technik*besonders interessant.*Frau Metzger*zeigte ihnen,<br>wie sie ihre Windmühle*testen konnten.*Dann durfte jeder*nach vorne kommen,<br>um seine Windmühle*zu beschreiben*und anschließend*die Funktion vorzuführen.<br>Am Ende wählten sie*per Abstimmung*die beste Windmühle*und baten Frau Metzger,<br>in der nächsten Stunde*einen weiteren Wettbewerb*zu veranstalten.""",1,"""Bastelte die Klasse die Windmühlen aus Pappe und Plastik?""",j,4_everyday_real,Maschine,Technik,everyday
K,everyday_real,"""Die Kindergärtnerinnen Julia und Lena*hatten die Kinder*des örtlichen Kindergartens<br>heute zum Spielen*in den Garten*des öffentlichen Parks *mitgenommen.<br>Der Park war vor kurzem*renoviert worden.*Den Kindern gefiel besonders<br>der neu angelegte Teich*in der Mitte des Parks,*der mehr Tiere*anlocken soll.<br>Sie beobachteten*interessiert*eine Hornisse*und bewunderten*deren Größe.<br>Kurz darauf*hörten sie*ein Summen*und erschraken,*als sie dicht*an ihnen*vorbeizog.<br>Neugierig*erkundeten die Kinder*weiter den Park,*um noch mehr*zu entdecken.<br>Plötzlich gab es*ein lautes Geräusch*und eines der Kinder*fing an zu weinen.<br> Julia rannte in die Richtung*des Geräusches,*wo der kleine Niklas*hingefallen war.<br>Sie setzte sich*mit ihm an den Teich,*und tröstete ihn.""",1,"""War der Park kürzlich renoviert worden?""",j,12_everyday_real,Hornisse,Summen,everyday
K,scientific_real,"""Dr. Sina Hoffmann*zeigte Dr. Moritz Becker*im Abstellraum<br>die frisch gelieferten Abzugshauben*für die Chemielabore,*die am Vortag<br>eingetroffen waren.*Da sie nur zwei Abzugshauben benötigte,*bot sie Dr. Becker an,<br>einen Blick*darauf zu werfen.*Er begutachtete sie*sorgfältig.<br>Der Rand*wurde*mit Silikon*versiegelt*und anschließend*fein verputzt.<br>Es wurde versichert,*dass*die Abdichtung*sehr präzise*ausgeführt wurde.<br>Dr. Becker hatte*einige Kollegen*über diese Hauben*reden hören,*und war deshalb<br>sehr neugierig.*Er war unzufrieden*mit seiner derzeitigen Laborausstattung,<br>weshalb er dankend zusagte.*Die Abzugshauben sollten*am Abend installiert werden.<br>Am nächsten Tag*war bereits alles fertig*und Dr. Becker war sehr zufrieden.""",1,"""War Dr. Becker mit seiner derzeitigen Ausstattung zufrieden?""",f,18_scientific_real,Silikon,Abdichtung,ChemieMaterialwissenschaft
K,scientific_real,"""Dr. Schulz war Notfallchirurg*und hatte heute*eine Nachtschicht vor sich.<br> Kurz nach Mitternacht*wurde ein junger Mann eingeliefert,<br>der in einen schweren Autounfall*verwickelt war.*Sie operierten*vier Stunden lang,<br>bis der Patient wieder*in einem stabilen Zustand*war.<br>Da immer noch*die Möglichkeit*einer Infektion*bestand,*wurde er*sorgfältig überwacht.<br>Sie wollten*es verhindern,*dass*ein Antibiotikum*eingesetzt*werden müsste.<br>Die Familie*des Patienten*wurde bereits*vom Krankenhaus kontaktiert<br>und sie wartete besorgt*im Wartezimmer*auf Neuigkeiten über ihr Familienmitglied.<br>Dr. Schulz traf die Familie*und übergab ihnen*die guten Nachrichten.<br>Der Patient*war bald wieder*auf dem Weg der Besserung.""",1,"""Ist der junge Mann nachmittags hospitalisiert worden?""",f,24_scientific_real,Infektion,Antibiotikum,Chirurgie
