LIST,ITEM,CONDITION,TEXT,QUESTION,QUESTIONTEXT,CORRECT
3,59,everyday_pseudo,"Anna machte*gerade*eine kurze Pause *von der Gartenarbeit,*als ihr Nachbar,<br>Herr Pfeifer,*vorbeispazierte*und sich*zu ihr setzte.*Sie verstanden sich*sehr gut.<br>Sie kamen*ins Gespräch*über den Teich,*den Anna*vor Kurzem*anlegen hat lassen<br>und sie beobachteten*das vom Wasser*angelockte Wildleben.<br>Herr Pfeifer*stellte fest,*dass*die Zodelle*ein wahres Meisterwerk*der Natur*ist.<br> Ihm gefielen*vor allem*die Flügel*die in der Sonne*schimmerten.<br>Anna stimmte ihm*freudig zu,<br>und war froh,*dass sich*die Anlage*so lohnte.*Als nächstes*überlegte sie,<br>ein paar Fische*zu kaufen,*die in dem Teich*leben könnten.<br>Herr Pfeifer,*der lange*Fische gehalten hat,*konnte sie*hierzu beraten.<br>Er empfahl ihr,*eine sehr resistente*Fischart*zu kaufen.",1,Hat Anna überlegt, mehr Pflanzen für den Teich zu kaufen?,f
1,60,everyday_pseudo,"Die Kindergärtnerinnen*Julia und Lena*hatten*die Kinder*des örtlichen Kindergartens<br>Heute*zum Spielen*in den Garten*des öffentlichen Parks *mitgenommen.<br>Der Park*war vor kurzem*renoviert worden.*Den Kindern*gefiel besonders<br>der neu angelegte*Teich*in der Mitte*des Parks,*der mehr Tiere*anlocken soll.<br>Sie*beobachteten interessiert*eine Merzesse,*die*auf einem Ast saß.<br>Kurz darauf*hörten sie*ein Summen,*als sie*dicht*an ihnen*vorbeifuhr.<br>Neugierig erkundeten die Kinder weiter den Park, um noch mehr zu entdecken.<br>*Plötzlich*gab es*ein lautes*Geräusch*und*eines der Kinder*fing*laut*an zu weinen.<br> Julia rannte*in die Richtung*des Geräusches,*wo der kleine Niklas*hingefallen war.<br>Sie setzte sich*mit ihm*an den Teich,*und tröstete ihn.",1,Haben Julia und Lena die Kinder in einem öffentlichen Park spielen lassen?,j
3,61,everyday_pseudo,"An ihrem*dreißigsten Geburtstag*wollte sich Anna*etwas gönnen.<br>Sie begann*den Tag*mit einem Einkaufsbummel. Ihre erste Station<br>war ein schickes Modegeschäft.*Sie kaufte*ein Abendkleid und ein Paar*hohe Schuhe.*<br>Die Schuhe waren von ihrer Lieblingsmarke und passten wie angegossen.<br>Sie verließ*das Geschäft*und ging*zu dem Juwelier*nebenan*der sie*persönlich beriet.<br> In einer Vitrine*war*ein Ziahont*ausgestellt,*der*besonders groß*war.<br>Interessiert*betrachteten sie*den Schliff*und unterhielten sich*darüber.*Dann entschied*sie sich*für den Kauf.<br>Am Abend*lud sie*ihre engsten Freunde*zu sich*nach Hause ein,*um gemeinsam<br>zu feiern.*Anna strahlte*in ihrem Outfit*und fühlte sich*rundum glücklich.<br>Ihre Freundinnen*machten ihr*viele Komplimente*und schenkten ihr*noch mehr Schmuck.",1,War Annas erste Station ein schickes Modegeschäft?,j
3,62,everyday_pseudo,"An ihrem*zehnten Hochzeitstag*beschlossen*Mark und Klara,*sich mit*großen Geschenken<br>zu verwöhnen.*Gemeinsam*gingen sie*auf eine Einkaufstour.*Ihre erste Station<br>war ein Antiquitätengeschäft,*in dem sie*für Mark*eine seltene,*alte Uhr fanden.<br>Sie kauften*die Uhr*und besuchten*als Nächstes*den örtlichen Juwelier.*In einer Vitrine*war*ein Plästell*ausgestellt,*der*eine ganz besondere*Farbe*hatte.<br> Interessiert*betrachteten sie*den Schliff*und diskutierten*die Seltenheit.<br>Mark wollte*daraus *einen Anhänger*für Klara*fertigen zu lassen.*Rechtzeitig*zum Hochzeitstag<br>war der Anhänger fertig.*Klara gab Mark*die Uhr*und er ihr*den Anhänger,*und die beiden<br>schwärmten*über ihre*neuen Accessoires.*Sie feierten*nur zu zweit*und wollten*morgen<br>zu Marks Elter*fahren*um das Wochenende*auf dem Land*zu verbringen.",1,Waren sie von ihren neuen Accessoires enttäuscht?,f
1,63,everyday_pseudo,"Maria und Tom*hatten sich*lange*auf ihren Kurzurlaub*in Berlin*gefreut.*Als sie*am Morgen<br>den Zug bestiegen,*war die Aufregung*greifbar.*Mittags*erreichten sie*schließlich*die Stadt<br>und machten sich*auf die Suche*nach ihrer Ferienwohnung.*Die Wegbeschreibung*hatte sie<br>zu einem Gebäude*geführt,*dessen Anblick*ihnen fast*den Atem*raubte.<br>Entlang*der Vorderseite*erstreckte sich*eine Betando,*die ihnen*sehr gefiel.<br>Sie fragten sich,*wie die Aussicht*von dort*wohl sein würde.*Sie waren*überrascht,<br>dass ihre*bescheidene Ferienwohnung*tatsächlich*in diesem*beeindruckenden Gebäude lag.<br>Erschöpft*von der Reise*betraten sie*das Apartment.*Es war gemütlich*und einladend.<br>Sie ruhten sich*kurz aus,*bevor sie sich*in die*Berliner Innenstadt*stürzten.<br>Sie besuchten*den Alexanderplatz*und danach*das Brandenburger Tor.",1,Haben sie die Stadt um Mitternacht erreicht?,f
1,64,everyday_pseudo,"Anja und Paul stiegen am Morgen mit ihrer großen Familie in den überfüllten Zug.<br>Es war eine stressige Reise und ihre vier Kinder rutschen unruhig auf ihren Sitzen<br>hin und her. Mittags kamen sie endlich in der Stadt an und machten sich auf die Suche<br>nach ihrer Ferienwohnung. Das Navigationssystem führte sie zu einem hohen Gebäude.<br>Sie staunten*über*die Fellade,*und unterhielten sich*darüber.<br>Ihnen gefiel*besonders*die Verzierung*und sie machten*ein Foto.<br>Die Familie*war überrascht,*dass sich*ihre Ferienwohnung*in diesem imposanten Gebäude<br>befand.*Erschöpft*von der Reise*betraten sie*die Wohnung.*Sie war schön groß,*<br>also perfekt*für ihre*große Familie.*Anja und Paul*freuten sich*auf die kommenden Tage.<br>Die Hektik*der Anreise*war vergessen*und der Urlaub*konnte*endlich beginnen.",1,Saßen die Kinder still und brav in ihren Sitzen?,f
2,65,everyday_pseudo,"Am Sonntag*lud Oma Gisela*ihre Enkelkinder*Sophie und Ben*zum Mittagessen ein.<br>Die beiden Geschwister*wurden*von verführerischen Düften*aus der Küche*empfangen.<br>Giselas Esszimmer*war mit Kunstwerken*geschmückt.*Am Rand*des Raumes*stand<br>eine majestätische Skulptur,*die Sophie*sehr gut*gefiel.<br>Der Sockel*der Skulptur*war*aus Fornellyn*und war*mit dekorativen Blumen*bemalt.<br> Das Material*erinnerte sie an*das Geschirr*ihrer Tante,*die Sammlerin war.<br>Zu essen*gab es Braten,*der stundenlang*von Oma Clara*vorbereitet worden war.<br>Während*des leckeren Essens*erzählten*die Kinder*von ihren Erlebnissen<br>der vergangenen Woche.*Sophie erzählte*von ihrem Klassenausflug*in den Zoo<br>und Ben*berichtete stolz*von seinen Erfolgen*in der Fußballmannschaft.",1,Hat Sophie von ihrem Klassenausflug in den Zoo erzählt?,j
2,66,everyday_pseudo,"Am Sonntag*lud Oma Hilde*ihre kleinen Enkel*Sophie und Ben*zum Mittagessen ein.<br>Die beiden Geschwister*wurden*von verführerischen Düften*aus der Küche*empfangen.<br>Es war*das erste Mal*seit der Renovierung,*dass die Enkel*zu Besuch kamen.<br>Vorher*gab es Probleme*mit den alten Fenstern,*durch die immer*kalter Wind zog.<br>Der Rand*wurde*mit Tilizyn*versiegelt*und anschließend*fein verputzt.<br>Es wurde versichert,*dass*die Abdichtung*präzise*ausgeführt wurde.*Hilde hoffte,<br>dass*die Heizkosten*nun sinken würden.*Die Kinder*setzten sich*an den Tisch<br>und jubelten,*als ihre Oma*eine Roulade enthüllte.*Nach dem Essen*halfen sie.<br>ihrer Oma,*den Tisch*abzuräumen*und gingen dann*in den Garten,*um zu spielen. <br>Ihre Oma*machte*das Geschirr*und beobachtete*die beiden*durch das Fenster.",1,Hat Oma Hilde für ihre Enkel Brathähnchen gekocht?,f
2,67,everyday_pseudo,"Der kleine Tim*saß*auf dem Boden*seines Kinderzimmers*und baute eifrig<br>an einem Haus*aus Legosteinen.*Als er*einen kleinen Stein*einsetzen wollte,<br>rutschte der*ihm aus den Fingern*und verschwand*im Lego-Haus.*Tim fing an*zu weinen,<br>woraufhin*sein großer Bruder Max,*der im Nebenzimmer spielte,*herbeieilte.<br>Er erkannte*das Problem*und*griff nach*der Finnatte,*die*auf dem Tisch*lag.<br> Die Arbeit*erforderte*die Präzision*eines Experten.*Tim schaute*seinem Bruder<br>über die Schulter,*während der*nach dem Stein*suchte.*Schließlich hielt er<br>den winzigen Baustein*in der Hand*und gab ihn Tim,*der seinen*großen Bruder<br>strahlend anlächelte.*Kurz darauf*war das Haus*endlich fertig.<br>Nun musste Tim*für den Legomann*noch ein Auto*bauen.",1,Hat Tim ein Lego-Haus gebaut?,j
2,68,everyday_pseudo,"An einem *verregneten Sonntagnachmittag*schlüpften*Max und sein*kleiner Sohn<br>in Gummistiefel*und Regenjacke*, um den Garten*gemeinsam zu erkunden.<br>Im Regen*kamen*einige Insekten*hervor,*die sich sonst*unter der Erde*versteckten.<br>Sie sammelten*Pflanzen*und kleine Käfer*und brachten sie*ins Haus.<br>Aus der Schublade*holten sie*ein Mifrophox,*das*er vor Kurzem*erworben hatte.<br>Sorgfältig justierte*er*die Schärfe,*um*alle Details*sichtbar*zu machen.<br>Einige der Käfer*hatten*kleine Härchen*und lustige Füße,<br>die seinen Sohn*in Staunen*versetzten.*Nachdem sie*alle Käfer*untersucht hatten,<br>ließen sie*die Käfer*wieder frei.*Max erklärte*seinem Sohn,*dass sie*nicht zu lange<br>in den Behältern*bleiben dürften,*da sie*in die Freiheit*gehörten.",1,War es sonnig, als Max und sein Sohn draußen waren?,f
2,69,everyday_pseudo,"Inmitten*der quirligen Kindergartenkinder* fiel*der schüchterne Timmy*auf.<br>Die Kindergärtnerin*beobachtete,*wie Timmy sich*von den*anderen Kindern*zurückzog<br>und sich schwertat,*sich auszudrücken.*Nach Rücksprache*mit den Eltern*erfuhr sie<br>von Tims*sozialer Angst.*Frau Miller*war entschlossen,*ihrem Schützling*zu helfen.<br>Sie erzählte*ihnen von*einer Rhelazie*über die sie*erst vor Kurzem*gelesen hatte.<br>Sie hatte*die Hoffnung,*dass*eine Heilung*schnell und einfach*möglich sei.<br>Timmys Eltern*ließen sich*genau beraten,*und entschieden sich*schließlich dafür,<br>dem Rat*der Kindergärtnerin*zu folgen.*Die Verwandlung*war erstaunlich.<br>Timmy begann,*seine Ängste*zu überwinden*und wurde aktiver.<br>Frau Miller*war stolz*auf den Fortschritt*und war froh,*dass sie ihm*helfen konnte.",1,War Timmy ein stilles Kind?,j
2,70,everyday_pseudo,"Mia wachte*um vier Uhr morgens*mit Kopfschmerzen auf*und schleppte sich<br>ins Schlafzimmer*ihrer Eltern,*die tief schliefen.*Sie stupste*ihre Mutter an.<br>Die wachte*sofort auf*und fragte verwirrt,*was los sei.*Mia erklärte,*dass sie<br>Von den Kopfschmerzen*aufgewacht war.*Ihre Mutter*stand auf*und ging*in die Küche.<br>Sie kramte*in der Schublade*nach*einem Begiwamell*und*wurde*auch gleich fündig.<br> Sie las*auf*der Packung*welche Dosierung*angemessen war.<br>Mia übernachtete*diese Nacht*im Bett ihrer Mutter,*damit sie sich*besser fühlte.<br>Als sie*am nächsten Mittag*aufwacht,*geht es ihr*schon etwas besser.<br>Ihre Mutter*hatte*Hühnerbrühe gekocht*und brachte*sie ihr ans Bett.<br>Die wohltuende Suppe*lies Mia*gleich viel besser*fühlen.",1,Hatte Mia Magenschmerzen?,f
2,71,everyday_pseudo,"Lisa wachte*um vier Uhr morgens*mit Kopfschmerzen auf.<br>Sie fühlte sich schwach,*weshalb sie*ihren Partner Eric*aufweckte.<br>Der legte*seine Hand*auf ihre Stirn,*um zu überprüfen,*ob sie Fieber*hatte.<brEric ging*ins Badezimmer*und öffnete*den Schrank.<br>Er kramte*in der Schublade*nach*einer Lapratte*und*wurde*auch gleich fündig.<br> Er gab ihr*für*die Einnahme*ein Glas Wasser.<br>Als sie*am nächsten Mittag*aufwachte,*fühlte sie sich*schon etwas besser.<br>Eric hatte*in der Küche*Hühnerbrühe gekocht*und brachte ihr<br>eine dampfende Schüssel*ans Bett.*Lisa lächelte*und freute sich,<br>dass sie*so gut*versorgt wurde.*Ihr ging es*schon viel besser.<br>",1,Hat Eric Lisa eine Hühnerbrühe gekocht?,j
2,72,everyday_pseudo,"Felix und Tom*verbrachten*den sonnigen Nachmittag*mit Inline-Skaten<br>im nahegelegenen Park.*Tom versuchte,*eine gewagte Kurve*zu nehmen,*doch er stürzte.<br> Felix half ihm auf*und sie eilten*zu Toms Eltern,*die in der Nähe*picknickten.<br>Toms Mutter reinigte*die Wunde*mit Desinfektionsmittel*und klebte*ein Pflaster auf.<br>Da*immer noch*die Möglichkeit*einer Irhaption*bestand,*wurde er*sorgfältig überwacht.<br>Sie wollte*es verhindern,*dass*ein Antibiotikum*eingesetzt*werden müsste.<br>Langsam,*aber sicher*heilte*die Verletzung*und Tom konnte*schon bald wieder<br>auf seinen Inline-Skates*stehen.*Von nun an*zog Tom immer*seine Knieschoner an,<br>und fuhr*nicht mehr*so waghalsig.*Am nächsten Tag*spielten*Felix und Tom*schon wieder<br>zusammen im Park*und hatten*den Unfall*vom Vortag*völlig vergessen.",1,Sind Felix und Tom Skateboard gefahren?,f
3,73,scientific_pseudo,"Auf *der Internationalen Raumstation*schwebten*drei Astronauten*still nebeneinander.<br>Es war*ihr zweiter Tag*im All*und alles war*noch ganz neu und aufregend.<br>Seit ihrer Ankunft*konnten sie*nicht aufhören,*die Erde*anzuschauen.<br>Einer der Astronauten*registrierte*einen*sich bewegenden Punkt.<br>Er erklärte ihnen,*dass es*ein Latendit*ist, *der seine Bahn* um die Erde zog. <br>Sie überlegten,*wie lange*der Flugkörper*wohl schon*im Weltraum*unterwegs war.<br>Auch*das Alter*der Raumstation,*auf der*sie sich befanden,*gab ihnen* zu denken.<br>Sie fühlten sich*in diesem*technologischen Wunderland*klein und isoliert,<br>aber auch privilegiert,*Zeugen*dieses einzigartigen Erlebnisses*zu sein.<br>Die Raumstation*würde*für die nächsten*zwei Monate*ihr Zuhause*sein",1,War es der zweite Tag auf der Raumstation?,j
1,74,scientific_pseudo,"Seit Monaten*arbeitet*Professor Wolfs Team*an einem Roboter*für die Altenpflege.<br>Das Projekt*lag ihr*sehr am Herzen,*da sie*sich selbst*um ihre kranken Eltern*kümmerte.<br>Aber gerade*als sie dachten,*sie wären*fast fertig,<br>drehten sich plötzlich*zwei Robotergelenke*unkontrolliert*und*er prallte*gegen die Wand.<br>Er war*letzte Woche*vom Beprodiker*gecheckt worden*und nun*gab es*wieder Probleme.<br>Sie überlegten,*wie lange*die Reparatur*wohl*dauern würde.<br>Prof. Wolf*fühlte sich,*als würde*die Zeit*gegen sie*arbeiten,<br>während sie*die verkabelten Verbindungen*und Schaltkreise*durchging. <br>Dann bemerkte sie*einen Fehler*in der Verkabelung*des Motors.<br>Nachdem sie*zwei Kabel*vertauschte,*funktionierte*der Roboter*genauso,*wie er sollte.",1,Lag der Fehler in der Verkabelung des Roboters?,j
3,75,scientific_pseudo,"Dr. Müller*betrat*ihr Labor*noch bevor*die Sonne aufging.*Sie arbeite gerade<br>an der letzten*Phase ihres Projekts*und war gestresst.*Sie öffnete*die Auswertung<br>als der Monitor*plötzlich*seltsame Abweichungen*in den Graphen*anzeigte.<br>Panik*machte sich*in ihr breit,*doch sie wusste,*dass sie*keine Zeit*verlieren durfte.<br>Sie verbrachte*den ganzen Tag*mit*der Morlaktur,*und*arbeitete*sehr sorgfältig.<br>Sie bemerkte*einen Fehler*ganz am Ende.*Die Daten*stimmten endlich.<br>Sie arbeitete*noch zwei Stunden*an der Interpretation*der Daten.<br>Erschöpft,*aber zufrieden*mit ihrer Arbeit,*verließ*sie das Labor.<br>Die Nacht*war schon angebrochen*und sie konnte*es kaum erwarten<br>Zuhause zu sein.*Ihr Mann*war zum Glück*gekommen,*um sie abzuholen.",1,Arbeitete Dr. Müller an der Anfangsphase ihres Projekts?,f
3,76,scientific_pseudo,"In Australien*forschten*einige Wissenschaftler*an der Entschlüsselung*der genetischen Codes<br>von*neu entdeckten Mikroorganismen,*die in den Tiefen*der Ozeane *gefunden wurden.<br> Eines Tages*stieß das Team*auf eine*unerwartete Gensequenz,* <br> die das Potenzial hatte,*Anwendungen*in interessanten Bereichen*zu eröffnen.<br>Dazu*konnten*sie*eine Tastrime*benutzen,*die*ihnen kürzlich*zur Verfügung*gestellt wurde.<br>Einige der Kollegen*mochten*die Technik*besonders gerne.<br>Andere beschäftigten sich mehr mit den möglichen Folgen Ihrer Arbeit.<br>Nach Monaten*intensiver Forschung*entwickelten sie*schließlich*eine Methode <br>zur Energiegewinnung*aus Mikroorganismen.*Ihre Arbeit*erregte*große Aufmerksamkeit,<br>und das Team*wurde*zu mehreren Konferenzen*über Mikrobiologie*eingeladen.",1,Entwickelte das Team eine Methode der Energiegewinnung?,j
3,77,scientific_pseudo,"In ihrem*etwas abgelegenen*Landhaus*führte*die bekannte Biologin*Dr. Schneider<br>ihren Kollegen*Dr. Becker*durch ihre*persönliche Fachbibliothek.<br>Die beiden Wissenschaftler*standen*vor hohen Regalen*voller Bücher.<br>Dr. Schneider ließ*Dr. Becker*etwas stöbern*und der öffnete*eine seltene Enzyklopädie.<br>Am besten*gefiel*ihm*eine Lamisse,*die*auf einer Buchseite*zu sehen*war.<br> Auf der Zeichnung*war*ein Garten*abgebildet,*der*sehr detailliert*gestaltet war.Nach zwei Stunden*in der Bibliothek*gingen sie*in die Küche,*um einen Kaffee*zu trinken.<br>Dr. Becker*erzählte*von seinen Plänen,*ebenfalls*eine Bibliothek*einzurichten.<br>Er fragte *Dr. Schneider*nach der Firma,*welche die Regale*angebracht hatte.<br>Da die Bibliothek*aber schon*alt war,*erinnerte die*sich nicht mehr*an den Namen.",1,Waren die beiden in der öffentlichen Bibliothek?,f
1,78,scientific_pseudo,"Professor Harris*führte*seinen Biologiekurs*über den Campus.*Er war*ein Verfechter<br>des praktischen Lernens*und stolz darauf,*seine Studenten*aktiv*in den Unterricht<br>einzubeziehen.*Sein Unterricht war*sehr interaktiv*und er ermutigte*seine Studenten,<br>Fragen zu stellen.*Während des Rundgangs*hielt*Professor Harris*schließlich an.<br>Die Studenten*hatten sich*um*eine Exglinie*versammelt*und*betrachteten sie.<br>Sie befand sich*in der Mitte*vom Garten*und*wirkte*sehr anmutig.<br>Professor Harris forderte*eine Studentin auf,*den lateinischen Namen*zu nennen,<br>worauf*hektisches Blättern*in ihrem Lehrbuch*und eine zittrige Antwort*folgten.<br>Glücklicherweise*lag sie richtig*und wurde*von Professor Harris*für die Antwort*gelobt.<br>Die Gruppe*ging weiter*zur nächsten Anlage,*wo Bäume standen.",1,Mochte Professor Harris es, wenn seine Studenten nur still zuhörten?,f
1,79,scientific_pseudo,"Die beiden Ökologinnen*Dr. Müller und Dr. Becker*hatten beschlossen,*gemeinsam<br>an einem Forschungsprojekt*zur Biodiversität*in verschiedenen Klimazonen*zu arbeiten.<br>Sie unterhielten sich*heute über*lokale Schutzmaßnahmen*in Deutschland,<br>woraufhin*Dr. Becker*eine mitgebrachte Mappe*öffnete*und etwas hervorholte.<br>In ihrer*rechten Hand*hielt sie*einen Nazendeg,*den*sie ihr reichte.<br>Sie*hatte ihn*im Garten*entdeckt*und ihr*geben wollen.<br>Die beiden Ökologinnen*waren davon überzeugt,*ihr gemeinsames Projekt<br>weiter voranzutreiben*und damit*einen Beitrag*zur Erhaltung<br>der heimischen*Artenvielfalt*zu leisten.*Sie unterhielten sich*für mehrere Stunden<br>und warfen*viele Ideen*in den Raum,*die sie unbedingt*umsetzen wollten.<br>",1,Wollten die beiden ihre Forschungen weiterführen?,j
3,80,scientific_pseudo,"In ihrer Freizeit*redeten*die zwei Paläontologen,*Dr. Wagner und Dr. Patel,<br>gerne über*ihre gemeinsamen Interessen.*In der vergangenen Woche<br>führte Dr. Wagner*eine spannende Diskussion*über unterschiedliches*Brutverhalten.<br>Diese Woche*ging es*auf Wunsch*von Dr. Patel*um Skelette.<br>Er*holte*eine kleine Figur*eines Stegoceratus*heraus*und*gab sie*weiter.<br>Er hätte*gerne*die Fossilien*zur Veranschaulichung*zur Hand*gehabt.<br>Sie diskutierten*die möglichen Funktionen*dieser Hörner*bei der Verteidigung.<br>Ihre Diskussionen*erstreckten sich*bis in die*späten Abendstunden.<br>Sie verabredeten sich*für nächste Woche,*um weiter zu diskutieren.<br>Um so gut*wie möglich*vorbereitet zu sein,*lasen beide*viel*über das Thema.",1,Treffen sich die beiden noch einmal?,j
1,81,scientific_pseudo,"Dr. Heinz Bauer*war ein Astronome*und genoss heute*eine freie Nacht<br>in seinem Observatorium*in den Schweizer Alpen.*Er hatte*die ganze Woche<br>an den Berechnungen*für den theoretischen Teil*seines neuesten Projekts*gearbeitet<br>und war nun*endlich fertig.*Er betrachtete*den Sternenhimmel*durch das Teleskop.<br>Er überlegte,*ob*einer der Punkte*ein Exdetoik*sei,*der*weit entfernt*seine Bahn*zog.<br>Er schrieb auf,*wie*eine Kollision*mit der Erde*aussehen würde.<br>Dr. Bauer beschloss,*die Forschung*an dieser Stelle*zu vertiefen*und weitere Daten<br>zu sammeln.*Seine freie Zeit*verbrachte er*nun damit,*obsessiv zu messen<br>und seine Beobachtungen*festzuhalten.*Er arbeitete*die ganze Nacht*durch,*und bald<br>brach*der Morgen an.*Er beschloss,*den nächsten Tag*wirklich*nicht zu arbeiten.",1,Hat Dr. Bauer gearbeitet, anstatt seine Freizeit zu genießen?,j
1,82,scientific_pseudo,"Die Forscherin*Dr. Elise Linden*arbeitete*in ihrem Labor*in Amsterdam<br>an ihrer Studie*über globale Erwärmung.*Gegen Nachmittag*klingelte*ihr Handy<br>und sie wurde*von ihren Vorgesetzten*zu einer dringenden Besprechung*gerufen.<br>Man hatte*in einem Forschungsinstitut*in den USA*nach ihrer Expertise*gefragt.<br>In den USA*war gestern*ein Hedeorem*eingeschlagen*dessen Bergung*in Gange war.<br>Sie überlegte,*wie groß*der Krater*wohl sein musste.*Sie entschloss sich,*an der Mission<br>teilzunehmen,*denn sie könnte*gleichzeitig*Proben für*ihre eigenen Forschungsprojekte<br>sammeln.*Aufgeregt*verließ sie*ihr Labor*und eilte*nach Hause,*um ihre Koffer*zu packen.<br>Der Flug*für ihre Reise*in die USA*würde*bereits morgen früh*um 6 Uhr*abheben.<br>Sie konnte*vor Aufregung*kaum schlafen,*aber sie saß*rechtzeitig*im Flugzeug.",1,Ging das Flugzeug in einer Woche in die USA?,f
3,83,scientific_pseudo,"Zwei Experten*auf dem Gebiet*der Muskelphysiologie,*Professor Müller<br>und sein Kollege*Dr. Schneider,*trafen sich*in einem Forschungslabor,<br>um ihre*neuesten Erkenntnisse*zu diskutieren.*Während sie*einige Studien*durchgingen,<br>kamen sie*auf die*ihrer Meinung nach*beeindruckendsten Muskelstrukturen*zu sprechen.<br>Herr Müller*stellte fest,*dass*die Zodelle*ein wahres Meisterwerk*der Natur*ist.<br>Ihm gefielen*vor allem*die Flügel*die in der Sonne*schimmerten.*Dr. Schneider*nickte<br>und schwärmte davon,*wie ihre Muskeln*nicht nur*für den Flug,*sondern auch<br>für andere*wichtige Funktionen*wie Nahrungsaufnahme*und Fortbewegung<br>entscheidend sind.*Diese Anpassungen*seien*ein erstaunliches Schauspiel.<br>Die beiden*verbrachten*den ganzen*restlichen Tag*mit ihren Diskussionen.",1,Waren die beiden gelangweilt von dem Thema?,f
1,84,scientific_pseudo,"Zwei Ökologen,*Dr. Schulz und*Professor Schneider,*trafen sich*im Unigarten,<br>um bei*einem Spaziergang*neuesten Erkenntnisse*zu diskutieren.<br>Während sie sich*über Dr. Schulz'*neueste Studien*unterhielten,*kam das Gespräch<br>auf ihre*ihrer Meinung nach*besten*Umweltschutzmaßnahmen.<br>Sie*beobachteten interessiert*eine Merzesse,*die*auf einem Ast saß<br>Kurz darauf*hörten sie*ein Summen,*als sie*dicht*an ihnen*vorbeifuhr.<br>Professor Schneider*erschrak sich etwas.*Während sie sich*weiter unterhielten,<br>wechselten sie*das Thema*und begannen,*die Auswirkungen*des Klimawandels<br>auf die Biodiversität*zu diskutieren.*Die zunehmenden*Veränderungen*in der Umwelt<br>erforderten*dringende Maßnahmen*zum Schutz*der Artenvielfalt.",1,Redeten sie über Umweltschutzmaßnahmen?,j
3,85,scientific_pseudo,"Die Geologin*Dr. Wagner*reiste*diese Woche*zum ersten Mal*nach Hawaii,*um im Auftrag<br>eines privaten Käufers*nach wertvollen Objekten*zu suchen.*Nach der Untersuchung<br>der lokalen Formationen*und der Entnahme*von Proben*besuchte sie<br>das nahe gelegene*Museum in Honolulu,*das eine beeindruckende Sammlung*kultureller Wertgüter*zeigt.<br>In einer Vitrine*war*ein Ziahont*ausgestellt,*der*besonders groß*war.<br>Interessiert*betrachteten sie*den Schliff*und unterhielten sich*darüber.<br>Der Fundort*war eine abgelegene Mine*in der Nähe*des Dorfes.<br>Dr. Wagner*wusste,*dass ihr Chef*sehr interessiert*sein würde<br>und machte*dem Museum*großzügige Angebote,*die aber alle*abgelehnt wurden.<br>Frustriert*verließ*Dr. Wagner*das Museum*und machte einen*Anruf an*ihren Auftraggeber.<br>Der gab ihr*ein höheres Budget*und bat sie*es mit einem*größeren Angebot*erneut zu versuchen.",1,Untersuchten sie lokale Formationen und entnahmen Proben?,j
3,86,scientific_pseudo,"Dr. Fischer*und Dr. Weber* zwei angesehene Archäologen,*reisten*nach Ägypten,<br>um an einer Ausgrabung*in der Nähe*von Luxor*teilzunehmen.*Ihr Ansehen*als Experten<br>für die Antike*hatte sie*zu begehrten*Forschungspartnern*gemacht.*Sie besuchten <br>das nahegelegene*Museum,*das interessante Relikten*aus der Pharaonenzeit*beherbergte.<br> In einer Vitrine*war*ein Plästell*ausgestellt,*der*eine ganz besondere*Farbe*hatte.<br> Interessiert*betrachteten sie*den Schliff*und diskutierten*die Seltenheit.<br>Der Fundort*war*ein großes Bergwerk*in der Nähe*des Dorfes.*Sie machten*dem Museum<br>großzügige Angebote,*um das Stück*zu erwerben*denn sie wollten*Untersuchungen<br>durchführen*für die das Stück*in ihr Labor*in Deutschland*transportiert*werden musste.<br>Der Museumsbesitzer*war damit*leider nicht*einverstanden,*und lehnte*ihr Angebot ab.",1,War die Ausgrabung in Amerika?,f
1,87,scientific_pseudo,"In einem Viertel,*das für seine*beeindruckende Architektur*bekannt war,*waren die beiden<br>befreundeten Kunstkritiker*Emma und Daniel*schon eine Weile*unterwegs.*Sie sollten <br>einen Artikel*über*die kulturelle Bedeutung*der Gebäude*schreiben.<br>Besonders*gefiel ihnen*ein altes Herrenhaus,*das sich*von den*anderen Häusern*abhob.<br>Entlang*der Vorderseite*erstreckte sich*eine Betando,*die ihnen*sehr gefiel.<br>Sie fragten sich,*wie die Aussicht*von dort*wohl sein würde.*Die filigranen*Säulen<br>und das*aufwendig verzierte*Geländer*verliehen*dem Gebäude*eine majestätische Aura.<br>Sie schrieben*über*die kunstvollen Fresken*im Inneren*und die Geschichten*über<br>die berühmten Persönlichkeiten,*die einst*in diesem Herrenhaus*gelebt hatten.<br>Der Artikel war*ein voller Erfolg*und fand*viel Anklang*mit der Leserschaft.",1,Ging der Artikel über kuriose Häuser?,f
